Text,Sentiment
"Can PVR, Inox Leisure offer blockbuster returns ahead?. PVR and Inox Leisure have a consensus recommendation of 'Strong Buy,' shows Trendlyne data, with their average price targets suggesting up to 30 per cent upside for the two stocks. AgenciesRelatedPVR earmarks Rs 400 crore to add 125 screens in FY23Buy PVR, target price Rs 1965:  ICICI Securities Sensex down 5,500 points in one month: JPMorganâ€™s top analyst decodes the sell-off and opportunitiesNEW DELHI: Shares of loss-making multiplex operators PVR and Inox Leisure have not disappointed the market of late, as narrowing losses and hopes of synergies from the merger deal between the two are seen boosting free cash flow, increase the merged entity's bargaining power, ensure stranglehold over real estate and bring other cost synergies.

As the economy recovers, analysts said they are more bullish on the two stocks than ever.

PVR and Inox Leisure have a consensus recommendation of 'Strong Buy,' shows Trendlyne data, with their average price targets suggesting up to 30 per cent upside for the two stocks.

Brokerage JM Financial, which recently initiated coverage on the stocks with 'Buy' calls, believes that PVR and Inox Leisure, after having withstood the worst of the pandemic, are now slated to post the best ever year in FY23 on account of bunched up movie releases, increased adoption of regional cinemas, new screen additions, higher ticketing and food & beverage spends.

Over the last two financial years, both these companies have posted massive losses. PVR's consolidated net loss stood at Rs 747.80 crore in FY21 and Rs 488.50 crore in FY22. For Inox Leisure, it was Rs 337.7 crore in FY21 and Rs 239.40 crore in FY22. Despite this, shares of these companies have added 65-100 per cent over the two years.
MORE STORIES FOR YOUâœ•PVR earmarks Rs 400 crore to add 125 screens in FY23Buy PVR, target price Rs 1965:  ICICI Securities Sensex down 5,500 points in one month: JPMorganâ€™s top analyst decodes the sell-off and opportunitiesÂ« Back to recommendation storiesI don't want to see these stories becauseThey are not relevant to meThey disrupt the reading flowOthersSUBMIT
Given the high entry barrier and oligopolistic nature of the industry, these companies could deliver steady revenue growth and improved margins, as well as return on invested capital (RoIC) over a long period of time, analysts said.

The signs of recovery were visible in the month of March itself as most Covid-19 restrictions were removed and theatrical movie releases followed. Going ahead, ticket price hikes going ahead and higher spends per head could drive the underlying profitability compared to pre-Covid levels, analysts said.

""In our view, the ongoing recovery reinforces the relevance of cinemas for Indian consumers, amidst higher levels of OTT adoption, and a strong theatrical release pipeline should help normalise footfalls to pre-pandemic levels. Moreover, PVR and Inox are also expected to aggressively add screens which are now getting delivered thereby driving growth over the medium term,"" Manish Agarwal of JM Financial said.

PVR looks to add 125 screens in FY23 and Inox Leisure 77 screens. 

Brokerage Nirmal Bang Institutional Research projects that PVR and Inox Leisure can deliver at least 5-10 per cent volume or footfall growth per year over the next 10 years. This, it said, will result in revenue CAGR of 10-15 per cent, with Ebitda and PAT growing a tad faster as the revenue mix turns margin rich.

Rise in relevant customer households, which can afford this type of entertainment (currently at 15 per cent of total), is going to drive demand, it added.

For Indian consumers, multiplexes remain a major out of home entertainment option given the lack of alternatives across cities, and PVR and Inox both remain well poised to benefit from the imminent recovery with strong balance sheets and well-established brands, Agarwal said.


Merger Synergies
Analysts believe that both companies, following the merger, will benefit from the scale of expansion, faster growth trajectory and other revenues and cost synergy.

""Should the merger go through, we believe that it would lead to significant bargaining power for the merged entity vis-Ã -vis ecosystem partners like mall operators, film producers/distributors, advertisers and consumers,"" Nirmal Bang said.

While the merger did not require the approval of the Competition Commission of India (CCI), we expect it to be contested by CCI at some point in time, it added. This could delay the consummation of the merger from the current indicated timeline and is a key risk, Nirmal Bang said.

Apart from this, volatility induced by the success of content and resurgence of Covid-19 could also pose challenges for these companies, analysts believe.


(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)
",1
"SRF shares  drop  1.24% as Sensex  falls . On the technical charts, the RSI of the stock stood at 48.09. Getty ImagesIndia 10-year bond yield declined 0.40 per cent to 5.98 after trading in 5.98 -6.04 range.Shares of SRF Ltd. traded 1.24 per cent down at Rs 2353.2 at 11:42AM (IST) on Tuesday, even as BSE benchmark Sensex dropped 712.58 points to 54962.74. 

 The stock had settled at Rs 2382.7 in the previous session. The stock quoted a 52-week high price of Rs 2773.0 and 52-week low of Rs 1314.2, respectively. As per BSE data, total traded volume on the counter till 11:42AM (IST) stood at 6255 shares with a turnover of Rs 1.47 crore. 

 At the prevailing price, shares of the company traded at 36.93 times its trailing 12-month earnings per share of Rs 63.72 per share and 9.3 times its price-to-book value, BSE data showed. 
ETMarkets Smart Talk: Indiaâ€™s investable landscape wider than other EMs despite premium valuations: Piyush Sharma
 A higher P/E ratio shows investors are willing to pay a higher share price today because of growth expectations in the future. 

 Price-to-book value indicates the inherent value of a company and reflects the price investors are ready to pay even for no growth in the business. The stock's Beta value, which measures its volatility in relation to the broader market, stood at 1.24. 


Shareholding Details 

 Promoters held 50.73 per cent stake in the company as of 31-Mar-2022, while FIIs owned 19.6 per cent and DIIs 8.53 per cent. 


Technicals
 On the technical charts, the relative strength index (RSI) of the stock stood at 48.09. The RSI oscillates between zero and 100. Traditionally, it is considered overbought condition when the RSI value is above 70 and oversold condition when it is below 30. Chartists say, RSI should not be seen in isolation, as it may not be sufficient to take a trading call, just the way fundamental analysts cannot give a'buy' or'sell' recommendation using a single valuation rati",0
"Sensex  rises! But these  stocks fell 5% or more in Thursday's session. In the Nifty pack, 28 stocks closed in the green, while 22 stocks ended in the red.  Shutterstock.comAgarwal said the global economy is showing clear signs of recovery. The second wave of Covid-19 is ebbing in India with total active cases at less than 20 per cent of May highs.INSIGHTS 
    	                    Read Stock Insights by ET for a quick analysis
    	                NSEBSEUniversal Autofoundry Ltd.PEER COMPANIESExplore NowNEW DELHI: Several stocks plunged in excess of 5 per cent in Mumbai trading on Thursday even as equity benchmark BSE Sensex traded 436.94 points up at 55818.11 amid brisk buying in frontline bluechip counters. 

 On the BSE, Butterfly Gandhi(down 15.51 per cent), Anjani Finance(down 12.23 per cent), Rodium Realty(down 10.47 per cent), Wardwizard Innov(down 10.23 per cent) and Universal Autofoundr(down 10.00 per cent) stood among the top losers in today's trade. 

 In the Nifty pack, 28 stocks closed in the green, while 22 stocks ended in the red. 

 The index closed 105.25 points up at 16628.0. 

 On the BSE, Regency Investments, Kkalpana lndustries, Nath Ind., HCKK Ventures and Kesar Terminals hit their fresh 52-week lows, while Raymond, Elecon Engg Co, Mahindra Lifespace, Lemon Tree Hotels and Fine Organic Ind. touched their fresh 52-week highs in today's trade. 
",1
"Rating upgrades reveal India Inc in better financial health. The industry credit ratio, a gauge for financial health measured as a proportion of upgrades vis-a-vis downgrades, surged 172 basis points year-on-year to 2.81, data from Prime Acuite Rating Database showed. Prime Acuite compiled data from seven local rating companies. Getty ImagesRating companies are optimistic about higher ratings for borrowers, but surging inflation and its potential impact on growth could restrain the quantum of debt on balance sheets.Financial health of Indian companies improved the most in nearly a decade, evident in the highest number of rating upgrades last fiscal, as most borrowers restrained expenses and sweated existing assets to lighten their balance sheets through the pandemic.

The industry credit ratio, a gauge for financial health measured as a proportion of upgrades vis-Ã -vis downgrades, surged 172 basis points year-on-year to 2.81, data from Prime Acuite Rating Database showed. Prime Acuite compiled data from seven local rating companies.

One basis point is 0.01%.

This is possibly the highest level for the gauge in a decade. The data set was updated until March 29 of FY22.

""While consumer sentiment and demand are likely to improve this year, the uncertainty over Russia-Ukraine geopolitics and US Fed policy could play the spoilsport,"" said K Ravichandran, chief rating officer at ICRA Ratings. ""With credit growth picking up, you can expect capex from renewable energy, steel, infrastructure (rail/road), oil and gas as select companies have adequately deleveraged last year.â€


Rating companies are optimistic about higher ratings for borrowers, but surging inflation and its potential impact on growth could restrain the quantum of debt on balance sheets.

â€œHowever, capex related borrowing would not be widespread but limited amid the evolving economic scenario,"" Ravichandran said.

The total number of upgrades was 3,564, versus 1,267 downgrades during FY22. This was in stark contrast to the preceding year, which witnessed 2,276 upgrades vis-Ã -vis 2,096 downgrades.

Chemical companies along with entities from pharmaceutical, ferrous metals, power, road and constructions sectors made up the largest share of upgrades.

â€œThe uptrend in the credit quality can be attributed to higher demand with the economy opening up,â€ said Sachin Gupta, chief rating officer at CARE Ratings.

Government spending on infrastructure and dedicated schemes such as Atmanirbhar Bharat and Production Linked Incentives (PLI) has helped improve creditworthiness.

â€œThe impact of the China + 1 strategy aided the recovery to a large extent,â€ Gupta said.

Several global companies are looking beyond China to prevent recurrence of supply disruptions caused in the immediate aftermath of the pandemic. India is set to benefit from such a de-risking strategy.

CareEdge Ratings has clocked a decadal high credit ratio at 2.64 in the second half of the fiscal year on a standalone basis, which points toward a positive credit outlook.

â€œThe sharp rise in the aggregate credit ratio for the credit rating agencies clearly reflects the steady revival of the domestic economy in FY22 despite a couple of bouts of the Covid pandemic,â€ said Suman Chowdhury, chief analytics officer, Acuite Ratings & Research.

â€œIt also reflects the expectations of healthy growth in FY23 amid the governmentâ€™s thrust on the infrastructure segment, solid coverage on vaccination, and moderate recovery in rural consumption,â€ he said.

Revival is, however, likely to be partly offset by high crude oil prices and higher than expected inflationary pressures. Higher commodity prices will also weigh on corporate margins, leaving companies with limited elbow room for passing on increased costs.

While local funding costs will likely rise this fiscal year, the US Federal Reserve policy on liquidity unwinding/rate increases would also help chart out future growth potential of companies.

Credit Ratio, according to Crisil Rating, may moderate due to two reasons: High commodity prices and lower cost savings due to higher travel-related expenses for corporate executives.
",1
"Stock market update: Nifty Bank index  falls  0.5%. The Nifty Bank index closed 0.5 per cent  down  at 33642.45. Getty ImagesMACD is known for signaling trend reversals in traded securities or indices. It is the difference between the 26-day and 12-day exponential moving averages. NEW DELHI: The Nifty Bank index closed on a negative note on Tuesday. 

 Shares of Bank of Baroda(up 1.55 per cent), Axis Bank(up 0.82 per cent), Federal Bank(up 0.82 per cent), Punjab National Bank(up 0.68 per cent) and State Bank of India(up 0.66 per cent) ended the day as top gainers in the pack. 

 On the other hand, Bandhan Bank(down 2.57 per cent), Kotak Mahindra Bank(down 1.34 per cent), ICICI Bank(down 0.98 per cent), IndusInd Bank(down 0.84 per cent) and HDFC Bank(down 0.76 per cent) finished as the top losers of the day. 

 The Nifty Bank index closed 0.5 per cent down at 33642.45. 

 Benchmark NSE Nifty50 index ended up 18.15 points at 15850.2, while the BSE Sensex stood up 16.17 points at 53177.45. 

 Among the 50 stocks in the Nifty index, 31 ended in the green, while 19 closed in the red. 

 Shares of Zomato Ltd., Vodafone Idea, ONGC, Suzlon Energy and SAIL were among the most traded shares on the NSE. 

 Shares of De Nora India, Vadilal Ind, Axita Cotton, Maharashtra Seam. and Priti International hit their fresh 52-week highs in today's trade, while Electrotherm, Sona Hi Sona Jewell, Chambal Fertilisers, Vaxtex Cotfab and GTL Infra hit their fresh 52-week lows.",0
"Export levy, domestic surfeit can dent bottom lines of steelmakers. In fact, since the beginning of the ongoing fiscal year on April 1, domestic steel prices have come down by 17%, and are now below their year-ago levels. However, raw material prices remain elevated, which would weigh on the performance of steelmakers such as Tata Steel, JSW Steel, Jindal Steel and SAIL. AgenciesIndia's total steel capacity is 149 million tonnes (including semifinished steel), while its local consumption is only 106 million tonnes. ETIntelligence Group: India's top steel companies are expected to take a hit on their profitability because of the increase in export duty. Domestic steel prices have fallen 8% since the duty was increased late last month and may correct further, say analysts, even though manufacturers had guided for a limited impact from the event.

In fact, since the beginning of the ongoing fiscal year on April 1, domestic steel prices have come down by 17%, and are now below their year-ago levels. However, raw material prices remain elevated, which would weigh on the performance of steelmakers such as Tata Steel, JSW Steel, Jindal Steel and SAIL.

Much of the fall in domestic prices is linked to the duty hike, as international steel prices (Chinese FOB prices) are down only 9% since April 1.

Steel prices are currently around â‚¹63,500 a tonne compared with â‚¹67,000 in June last year. During the same period, the prices of key raw materials, coking coal and iron ore increased by 140% and 49%, respectively. This could lead to a sharp reduction in profitability for the steel manufacturers in FY23.

Just to give a perspective, Ebitda/tonne for the March quarter for Tata Steel (India), JSW Steel, JSP and SAIL were lower by 30%, 48.5%, 47% and 55%, respectively, from their peak (in the quarter ended June 30, 2021). For Tata Steel, the impact was the least because it owns iron ore mines. The coming quarters could see a further deterioration in this performance, as analysts say the likely fall in exports due to the higher duty would not be offset by local consumption, as the domestic market cannot absorb the excess capacity created over the years.

Agencies
India's total steel capacity is 149 million tonnes (including semifinished steel), while its local consumption is only 106 million tonnes. The capacity has increased close to 7% over the past 15 years, while consumption has increased by a little over 5%. 

In FY22, India exported 13.5 MT (18.5 MT including semifinished steel). Out of this close to 10.5 MT were of flat, cold-rolled and other value-added products. Companies have said on record that they will continue to export these value-added products, at the cost of their profitability, as they cannot stop business with clients developed over the years. The remaining 3 MT (8.5 MT including semifinished steel) will be routed to the domestic market, which will lead to higher local supplies and thus lower realisations.

Earnings for steel companies are very sensitive to external factors. In the past, these companies have seen from going highly profitable to loss-making in less than a year.

Developments over the past few weeks have left some analysts downgrading earnings estimates of the sector. The estimated earnings for FY23 for the top four players are expected to be significantly lower - for some, less than half - compared with FY22. However, valuations remain on the higher side, so investors may be better off avoiding these stocks.",0
"Analysts are bullish on this Rs 667 crore-Jhunjhunwala bet. Heres why. Ace investor Rakesh Jhunjhunwala and his wife Rekha owned a total 2.12 per cent stake in IHCL as of March 31, which is valued at Rs 667 crore as of Thursdayâ€™s trade. File photo of Rakesh JhunjhunwalaNEW DELHI: Tata Group firm Indian Hotels (IHCL) is out with its annual report and the key takeaways from it includes the managements focus on asset-light growth through management contracts. Revenue growth and margin expansion will go hand in hand, analysts who read the annual report said, adding that the recent guidance is realistic and achievable.

Ace investor Rakesh Jhunjhunwala and his wife Rekha owned a total 2.12 per cent stake in the hotel as of March 31, which is valued at Rs 667 crore as of Thursdayâ€™s trade. 

The annual report, said Motilal Oswal Securities, highlights the companyâ€™s efforts to grow its existing and new businesses, improve its margins, and deploy its capital efficiently to generate better returns. It sees the stock at Rs 278.

ICICI Securities has cut its target for the stock marginally to Rs 284 from 292. The two price targets suggest 29-31 per cent upside over Wednesdayâ€™s closing price of Rs 215.60.

On Thursday, the scrip rose 2.97 per cent to hit a high of Rs 221.60 

The companyâ€™s FY22 annual report reiterates the companyâ€™s plans to execute its â€œAHVAAN 2025â€ strategy, which it announced in May.

The strategy essentially focuses on four key pillars including reaching a total of 300-plus hotels across the portfolio and clocking a consolidated Ebitda margin of 33 per cent by FY26 with 35 per cent Ebitda share from management contracts and new businesses. The company also wishes to achieve a 50:50 ratio between owned/leased and management contract room keys and is looking to retain a net cash balance sheet while pursuing its growth plans. 

â€œThe AHVAAN strategy is an extension of the company's earlier Aspiration 2022 strategy which focused on asset light expansion and improvement in margins. We believe that the growth and margin targets set by the company management are realistic,â€ said ICICI Securities.

The brokerage estimates FY23 consolidated revenue to grow 54 per cent YoY to Rs 462 crore, which would be 104 per cent of FY20 level. It sees FY24 revenue to grow 18 per cent YoY to Rs 5,450 crore at an Ebitda margin of 32 per cent.

The company said its April and May revenues were 10 per cent higher than pre-Covid levels and with sustained pickup in business travel along with leisure, ICICI Securities expect FY23E revenue and FY24E revenue at 104 per cent and 122 per cent of pre-Covid (FY20) levels, respectively.

Motilal said IHCLâ€™s asset-light model, and new and reimagined revenue-generating avenues, with higher Ebitda margins, bodes well for an expansion in RoCE. 

Like FY22, it expects a strong recovery in FY23 and FY24, led by an improvement in ARR once economic activity normalizes; improved occupancies, led by business travelers as well as the Leisure segment and cost rationalisation efforts.

This brokerage also sees an increase in F&B income as banqueting/conferences normalises and higher income from management contracts.


(Disclaimer: Recommendations, suggestions, views, and opinions given by the experts are their own. These do not represent the views of Economic Times)


",1
"Valuation bloat in stocks and bonds is catching up with the bull market. â€‹â€‹The S&P 500 has dropped in five of the last six days while yields on 10-year Treasury notes is set to break a streak of seven straight increases. APWhile interest-rate hikes get all the press, an equally big problem for bulls is valuations, with years of price appreciation leaving equities and fixed-income at nosebleed altitudes relative to cash flows.The economic cycle is advancing to a point where valuations may finally matter again for stock and bond investors.

Fortress-like in their refusal to bend for the better part of a decade, both asset classes have come under pressure thanks to the ever-stiffening resolve of central banks to restore order to the global economy. 

The S&P 500 has dropped in five of the last six days while yields on 10-year Treasury notes is set to break a streak of seven straight increases.

While interest-rate hikes get all the press, an equally big problem for bulls is valuations, with years of price appreciation leaving equities and fixed-income at nosebleed altitudes relative to cash flows. 

A novel way of measuring the bloat was proffered in a note by JonesTrading, which added together the S&P 500â€™s earnings yield and the interest rate on 10-year Treasuries. Combined, the total yield -- what the firm called its â€œreverse Fed modelâ€ -- stands at 7.2% today, even with the runup in bond rates. Thatâ€™s lower than 93% of the time since data began in 1962. 

Worse, income from the assets is dwindling due to inflation. With consumer-price increases running at 8.5%, itâ€™s the first time in six decades that the combined asset yields have sat below the inflation rate.

Bloomberg
â€œHistorically, investors have been more diligent to reprice stocks and bonds to ensure there is reward for taking on the added risk,â€ Michael Oâ€™Rourke, chief market strategist at JonesTrading, said in an interview. â€œThe market believes the Fed will blink at the first sign of asset price weakness.â€

That two major financial assets are so richly priced conceivably creates trouble for investors who just endured their worst quarter in decades, going by the breadth of losses across markets. Stocks and bonds have fallen this year in a rare concerted selloff as the Federal Reserve turned hawkish, embarking on whatâ€™s expected to the most aggressive rate-hike cycle since 1994. 

At 4.4%, the S&P 500â€™s earnings yield -- the higher-is-cheaper reciprocal of the more widely followed price-earnings ratio -- sports one of the lowest readings in decades. The rate on 10-year Treasuries, despite reaching a three-year high of 2.78% Monday, offers less than half what it has done historically. 

Stocks look expensive as well based on other metrics. Roughly 17% of members in the Russell 3000 Index are trading at more than 10 times their revenues, a proportion that exceeded even the dot-com era, according data compiled by Strategas Securities.


Bloomberg
â€œWhile it is true that the share prices for many of the high flyers are down dramatically, there could be more room for them to decline,â€ said Ryan Grabinski, a strategist at Strategas. â€œOne has to wonder how much investors will be willing to pay for these speculative names when the cost of capital is no longer free. Not to mention many of these companies produce zero profits and more often than not, require additional capital to fund their businesses.â€ 

For his â€œreverse Fed model,â€ Oâ€™Rourke at JonesTrading adapted a framework that according to a July 1997 report by the central bank compares the relative value of stocks and bonds to identify a more attractive asset.

In the eyes of Oâ€™Rourke, both assets are priced as if they are in a bubble, inflated by an unprecedented period of Fed monetary support. To prove his point, he summed up the yields from Treasuries and stocks to show how little investors are getting nowadays relative to history.

T",0
"Shares of Federal Bank  fall  as Nifty  drops . On the technical charts, the 200-day moving average of the stock stood at Rs 91.03. Getty ImagesIndia 10-year bond yield rose 0.05 per cent to 6.03 after trading in 6.02-6.04 range.Shares of Federal Bank Ltd. slipped 1.7 per cent to Rs 98.3 in Tuesday's trade as of 12:48PM (IST). It hit a high of Rs 100.0 and low of Rs 97.85 during the session. 

 The stock quoted a 52-week high price of Rs 107.65 and a low of Rs 70.0. The return on equity for the stock stood at 10.08 per cent. About 214,264 shares have changed hands on the counter so far. 

 The stock's beta value, which measures its volatility in relation to the broader market, stood at 1.25. 
ETMarkets Smart Talk: Srikanth Subramanian decodes factors that could derail momentum on D-St
 The scrip has been an outperformer, up 37.96 per cent in the past one year in comparison with a 19.03 per cent gain in Sensex. 


Technicals
 On the technical charts, the 200-day moving average (DMA) of the stock stood at Rs 70.0 on April 12, while the 50-DMA was at Rs 97.96. If a stock trades well above 50-DMA and 200-DMA, it usually means the immediate trend is upward. On the other hand, if the stock trades well below 50-DMA and 200-DMA both, it is considered a bearish trend and if trades between these averages, then it suggests the stock can go either way. 


 Promoter/FII Holding 
 Promoters held 0.0 per cent stake in Federal Bank Ltd. as of 31-Dec-2021. Mutual funds and foreign institutional investors held 32.14 per cent and 24.89 per cent stake.",0
"IPL media rights may soar up to 4x; these names to benefit the most. IPL rights renewal should yield the biggest delta for SunTV â€“ the owner of Sunrisers Hyderabad (SRH) â€“ as SRHâ€™s valuation may spike the most, even as the contribution to the future market cap may look skewed, the report said. New Delhi: Brokerage Elara Capital expects media rights for the Indian Premier League (IPL) to soar up to three to four times to Rs about 50,000-60,000 crore in the next cycle - which is 2023-2028. 

This would be an astounding growth for the world's biggest and cash-rich T20 league, whose broadcasting rights were sold for Rs 16,300 crore in the previous cycle (2018-2022).

The brokerage expects T20 leagues' annual media rights to hit Rs 10,000 crore-mark, which was Rs 3,220 crore in the last cycle and Rs 820 crore in the first cycle.

In the new season, IPL will host 94 matches, spanning over 10-11 weeks. All 10 teams will play a round-robin tournament, facing each other twice and four matches for playoffs.

The fifteenth edition of IPL concluded two weeks ago where debutants Gujarat Titan clinched the title after defeating Rajasthan Royals. The other debutant, Lucknow Supergiant, made their way to the playoffs.

According to Elara Capital, digital rights are likely to command the most premiums, close to 100 per cent over the current base price, whereas TV rights will command a 40 per cent premium.

The brokerage firm expects 6 per cent annualised growth in revenue for the TV rights owner and 35 per cent annualised sales growth for digital rights owners for IPL matches over the next five years.

""This in turn should massively bolster India's sports media rights market. IPLâ€™s share may grow to 74 per cent from 54 per cent currently, reviving its importance,"" the brokerage said.

IPL rights renewal should yield the biggest delta for SunTV â€“ the owner of Sunrisers Hyderabad (SRH) â€“ as SRHâ€™s valuation may spike the most, even as the contribution to the future market cap may look skewed, the report said.

Mumbai Indians (MI) and Royal Challengers Bangalore (RCB) may contribute 0.7 per cent and 15.5 per cent to their owners Reliance Industries (RIL) and United Spirits (USL) market caps, respectively. However, Chennai Super Kings (CSK) is likely to emerge as the biggest beneficiary. 

Karan Taurani, Sr Vice President, Elara Capital said CSK is one of the most successful teams in IPL with strong revenue growth and healthy EBIT margins. ""They have a robust fan following and brand value, attracting merchandise sales.""

Though, he warned about the potential decline in sponsorship and endorsement revenue, when MS Dhoni hangs his boots. ""This is the only near term challenge for the franchise, else other pointers are not a hurdle for them,"" said Taurani.

Chennai Super Kings is a multibagger counter, actively traded in the unlisted space. The scrip, after demerging from India Cements in November 2018, zoomed to Rs 240 during the latest season from merely Rs 12-15 in less than four years.

Commenting on CSK, Dinesh Gupta, co-founder, UnlistedZone said the stock has corrected to the Rs 180-level for now but the sale of media and broadcasting rights would be a major trigger for the South India-based franchise.

""Given valuations of two new franchises and CSK's sound track record with solid profit growth, it won't be a surprise it becomes India's first-ever sports unicorn,"" he added.

According to Elara's Karan Taurani, IPL can be a blessing in disguise for another company - Paytm, only if it has the exclusive rights to sell tickets for the next editions of the T20 league.

""Paytm will be able to leverage upon the increased number of users to other sectors as well from paying bills to other transactions,"" he added. ""If there is exclusivity in the ticket selling, Paytm will be able to acquire more customers.""



(Disclaimer: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of Economic Times)
",1
"ITC Q4 Preview: Cigarette, hotels, agri biz to drive up to 23% sales growth. Analysts at brokerage firm Share khan said cigarette business revenue is expected to increase by 12-13 per cent YoY with volume growth of 11 per cent. It expects the non-cigarette FMCG business to grow by 5 per cent due to lower volume growth. Analysts at brokerage firm Sharekhan said cigarette business revenue is expected to increase by 12-13 per cent YoY with volume growth of 11 per cent. It expects the non-cigarette FMCG business to grow by 5 per cent due to lower volume growth.Hotels-to-FMCG conglomerate ITC is likely to report a relatively weak growth in net profit for the March quarter though revenue will likely grow at a strong pace thanks to its cigarette business.

ITC is scheduled to publish its March quarter numbers on Wednesday, May 18.

Analysts project the companyâ€™s net revenue to grow in the range of 11-23 per cent year-on-year (YoY). Though, sequentially, it is likely to be much lower. Net profit is estimated to grow 5-15 per cent YoY.

Analysts at brokerage firm Sharekhan said cigarette business revenue is expected to increase by 12-13 per cent YoY with volume growth of 11 per cent. It expects the non-cigarette FMCG business to grow by 5 per cent due to lower volume growth.

According to them, the hotel business is expected to continue to deliver strong growth due to higher mobility and pent-up demand while agri-business is expected to register strong double-digit growth led by higher exports.

Shares of the company have spiked recently as investors believe the war in Europe that has upended the food availability across the world, would ultimately benefit the company. Analystsâ€™ expectation affirms that. 

Though, â€œhigher input costs would lead to a 270 bps YoY decline in gross margin and a 137 bps YoY decline in operating margin. Sequentially, margins are expected to remain flat. PAT to grow by 4 per cent during the quarter,â€ Sharekhan said.

Axis Securities also expects cigarette volume to grow by 7-8 per cent YoY and the FMCG segment to grow at a modest 3 per cent on weak consumer sentiments. Meanwhile, it projects hotels (strong demand), papers and agri (geopolitical crisis) businesses to see strong growth.

The broker has outlined the highest growth estimates among brokerages. It sees PAT growth at 15 per cent driven by 23 per cent growth in sales. â€œExpect EBITDA margins would decline modestly despite gross margin contraction on account of operating leverage benefits (hotels, paper) and cost rationalization,â€ it further said.

At the end of the December quarter, ITC reported net profit growth of 13 per cent and sales growth of 31 per cent.

YES Securities, which projects Q4 sales growth at 14 per cent and profit growth at 5 per cent, said strong margin performance will continue for ITC, led by operational efficiency.

According to brokerages, key monitorables for Q4 are:
- Hotels & FMCG division outlook
- Cigarette demand and price trends, and
- Performance of Agri and Packaging divisions going ahead 


",1
"Stock market update: Fertilisers stocks  down  as market  falls . The 30-share BSE Sensex closed  down  236.0 points at 54052.61 Getty ImagesIndia 10-year bond yield fell 0.41 per cent to 5.89 after trading in 5.87-5.91 rangeNEW DELHI: Fertilisers shares closed lower in the Tuesday's session. 

 Agro Phos(up 4.95%), Coromandel International(up 4.46%), Fertilizers & Chemicals Tranvancore(up 0.86%) and Rashtriya Chemicals & Fertilizers(up 0.50%) stood among the top gainers. 

 Khaitan Chemicals & Fertilizers(down 4.97%), Sikko Industries(down 4.83%), Mangalore Chemicals & Fertilizers(down 4.17%), KRISHANA(down 3.41%), Southern Petrochemicals Industries(down 3.16%), ZUARIAGRO(down 2.88%), Gujarat Narmada Valley Fertilizers (down 2.67%), G S F C(down 2.33%), Deepak Fertilizers & Petrochemicals(down 2.26%) and National Fertilizer(down 1.40%) were among the top losers of the day. 

 The NSE Nifty50 index ended 89.55 points down at 16125.15, while the 30-share BSE Sensex closed down 236.0 points at 54052.61. 

 Dr Reddys Laboratories(up 1.69%), Kotak Mahindra Bank(up 1.53%), HDFC(up 1.42%), HDFC Bank(up 1.15%), Nestle India(up 1.13%), Power Grid Corporation of India(up 1.07%), Tata Motors(up 1.02%), Mahindra & Mahindra(up 0.53%), Hero MotoCorp(up 0.47%) and Reliance Industries(up 0.34%) stood among the top gainers in the Nifty pack. 

 On the other hand, Divis Laboratories(down 6.06%), Tech Mahindra(down 3.9%), Grasim Industries(down 3.75%), Hindalco Industries(down 2.99%), Hindustan Unilever(down 2.95%), Oil & Natural Gas Corporation(down 2.87%), Asian Paints(down 2.75%), HCL Technologies(down 2.61%), Apollo Hospitals Enterprises(down 2.29%) and NTPC(down 2.16%) closed in the red. 

",0
